I: Retrieving Release 
I: Retrieving Release.gpg 
Entpacken von libxcb-present0:i386 (1.10-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libxcb-sync1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxcb-sync1_1.10-2ubuntu1_i386.deb ...
Entpacken von libxcb-sync1:i386 (1.10-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libxdamage1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxdamage1_1%3a1.1.4-1ubuntu1_i386.deb ...
Entpacken von libxdamage1:i386 (1:1.1.4-1ubuntu1) ...
Vormals nicht ausgewähltes Paket libxshmfence1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxshmfence1_1.1-2_i386.deb ...
Entpacken von libxshmfence1:i386 (1.1-2) ...
Vormals nicht ausgewähltes Paket libxxf86vm1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxxf86vm1_1%3a1.1.3-1_i386.deb ...
Entpacken von libxxf86vm1:i386 (1:1.1.3-1) ...
Vormals nicht ausgewähltes Paket libgl1-mesa-glx:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libgl1-mesa-glx_10.1.3-0ubuntu0.4_i386.deb ...
Entpacken von libgl1-mesa-glx:i386 (10.1.3-0ubuntu0.4) ...
Vormals nicht ausgewähltes Paket libglamor0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libglamor0_0.6.0-0ubuntu4_i386.deb ...
Entpacken von libglamor0:i386 (0.6.0-0ubuntu4) ...
Vormals nicht ausgewähltes Paket libltdl7:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libltdl7_2.4.2-1.7ubuntu1_i386.deb ...
Entpacken von libltdl7:i386 (2.4.2-1.7ubuntu1) ...
Vormals nicht ausgewähltes Paket libgphoto2-port10:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libgphoto2-port10_2.5.3.1-1ubuntu2.2_i386.deb ...
Entpacken von libgphoto2-port10:i386 (2.5.3.1-1ubuntu2.2) ...
Vormals nicht ausgewähltes Paket libgphoto2-6:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libgphoto2-6_2.5.3.1-1ubuntu2.2_i386.deb ...
Entpacken von libgphoto2-6:i386 (2.5.3.1-1ubuntu2.2) ...
Vormals nicht ausgewähltes Paket libgraphite2-3:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libgraphite2-3_1.2.4-1ubuntu1_i386.deb ...
Entpacken von libgraphite2-3:i386 (1.2.4-1ubuntu1) ...
Vormals nicht ausgewähltes Paket libgstreamer0.10-0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libgstreamer0.10-0_0.10.36-1.2ubuntu3_i386.deb ...
Entpacken von libgstreamer0.10-0:i386 (0.10.36-1.2ubuntu3) ...
Vormals nicht ausgewähltes Paket liborc-0.4-0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../liborc-0.4-0_1%3a0.4.18-1ubuntu1_i386.deb ...
Entpacken von liborc-0.4-0:i386 (1:0.4.18-1ubuntu1) ...
Vormals nicht ausgewähltes Paket iso-codes wird gewählt.
Vorbereitung zum Entpacken von .../iso-codes_3.52-1_all.deb ...
Entpacken von iso-codes (3.52-1) ...
Vormals nicht ausgewähltes Paket libgstreamer-plugins-base0.10-0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libgstreamer-plugins-base0.10-0_0.10.36-1.1ubuntu2_i386.deb ...
Entpacken von libgstreamer-plugins-base0.10-0:i386 (0.10.36-1.1ubuntu2) ...
Vormals nicht ausgewähltes Paket libgtk2.0-common wird gewählt.
Vorbereitung zum Entpacken von .../libgtk2.0-common_2.24.23-0ubuntu1.2_all.deb ...
Entpacken von libgtk2.0-common (2.24.23-0ubuntu1.2) ...
Vormals nicht ausgewähltes Paket libthai-data wird gewählt.
Vorbereitung zum Entpacken von .../libthai-data_0.1.20-3_all.deb ...
Entpacken von libthai-data (0.1.20-3) ...
Vormals nicht ausgewähltes Paket libthai0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libthai0_0.1.20-3_i386.deb ...
Entpacken von libthai0:i386 (0.1.20-3) ...
Vormals nicht ausgewähltes Paket fontconfig wird gewählt.
Vorbereitung zum Entpacken von .../fontconfig_2.11.0-0ubuntu4.1_i386.deb ...
Entpacken von fontconfig (2.11.0-0ubuntu4.1) ...
Vormals nicht ausgewähltes Paket libpango-1.0-0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libpango-1.0-0_1.36.3-1ubuntu1.1_i386.deb ...
Entpacken von libpango-1.0-0:i386 (1.36.3-1ubuntu1.1) ...
Vormals nicht ausgewähltes Paket libharfbuzz0b:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libharfbuzz0b_0.9.27-1ubuntu1_i386.deb ...
Entpacken von libharfbuzz0b:i386 (0.9.27-1ubuntu1) ...
Vormals nicht ausgewähltes Paket libpangoft2-1.0-0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libpangoft2-1.0-0_1.36.3-1ubuntu1.1_i386.deb ...
Entpacken von libpangoft2-1.0-0:i386 (1.36.3-1ubuntu1.1) ...
Vormals nicht ausgewähltes Paket libpangocairo-1.0-0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libpangocairo-1.0-0_1.36.3-1ubuntu1.1_i386.deb ...
Entpacken von libpangocairo-1.0-0:i386 (1.36.3-1ubuntu1.1) ...
Vormals nicht ausgewähltes Paket libxcomposite1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxcomposite1_1%3a0.4.4-1_i386.deb ...
Entpacken von libxcomposite1:i386 (1:0.4.4-1) ...
Vormals nicht ausgewähltes Paket libxcursor1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxcursor1_1%3a1.1.14-1_i386.deb ...
Entpacken von libxcursor1:i386 (1:1.1.14-1) ...
Vormals nicht ausgewähltes Paket libxi6:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxi6_2%3a1.7.1.901-1ubuntu1.1_i386.deb ...
Entpacken von libxi6:i386 (2:1.7.1.901-1ubuntu1.1) ...
Vormals nicht ausgewähltes Paket libxinerama1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxinerama1_2%3a1.1.3-1_i386.deb ...
Entpacken von libxinerama1:i386 (2:1.1.3-1) ...
Vormals nicht ausgewähltes Paket libxrandr2:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxrandr2_2%3a1.4.2-1_i386.deb ...
Entpacken von libxrandr2:i386 (2:1.4.2-1) ...
Vormals nicht ausgewähltes Paket shared-mime-info wird gewählt.
Vorbereitung zum Entpacken von .../shared-mime-info_1.2-0ubuntu3_i386.deb ...
Entpacken von shared-mime-info (1.2-0ubuntu3) ...
Vormals nicht ausgewähltes Paket libgtk2.0-0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libgtk2.0-0_2.24.23-0ubuntu1.2_i386.deb ...
Entpacken von libgtk2.0-0:i386 (2.24.23-0ubuntu1.2) ...
Vormals nicht ausgewähltes Paket x11-common wird gewählt.
Vorbereitung zum Entpacken von .../x11-common_1%3a7.7+1ubuntu8.1_all.deb ...
Entpacken von x11-common (1:7.7+1ubuntu8.1) ...
Vormals nicht ausgewähltes Paket libice6:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libice6_2%3a1.0.8-2_i386.deb ...
Entpacken von libice6:i386 (2:1.0.8-2) ...
Vormals nicht ausgewähltes Paket libieee1284-3:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libieee1284-3_0.2.11-12_i386.deb ...
Entpacken von libieee1284-3:i386 (0.2.11-12) ...
Vormals nicht ausgewähltes Paket libtalloc2:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libtalloc2_2.1.0-1_i386.deb ...
Entpacken von libtalloc2:i386 (2.1.0-1) ...
Vormals nicht ausgewähltes Paket libtdb1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libtdb1_1.2.12-1_i386.deb ...
Entpacken von libtdb1:i386 (1.2.12-1) ...
Vormals nicht ausgewähltes Paket libtevent0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libtevent0_0.9.19-1_i386.deb ...
Entpacken von libtevent0:i386 (0.9.19-1) ...
Vormals nicht ausgewähltes Paket libldb1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libldb1_1%3a1.1.16-1_i386.deb ...
Entpacken von libldb1:i386 (1:1.1.16-1) ...
Vormals nicht ausgewähltes Paket libmpfr4:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libmpfr4_3.1.2-1_i386.deb ...
Entpacken von libmpfr4:i386 (3.1.2-1) ...
Vormals nicht ausgewähltes Paket libmtdev1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libmtdev1_1.1.4-1ubuntu1_i386.deb ...
Entpacken von libmtdev1:i386 (1.1.4-1ubuntu1) ...
Vormals nicht ausgewähltes Paket libntdb1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libntdb1_1.0-2ubuntu1_i386.deb ...
Entpacken von libntdb1:i386 (1.0-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libpolkit-agent-1-0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libpolkit-agent-1-0_0.105-4ubuntu2.14.04.1_i386.deb ...
Entpacken von libpolkit-agent-1-0:i386 (0.105-4ubuntu2.14.04.1) ...
Vormals nicht ausgewähltes Paket libpolkit-backend-1-0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libpolkit-backend-1-0_0.105-4ubuntu2.14.04.1_i386.deb ...
Entpacken von libpolkit-backend-1-0:i386 (0.105-4ubuntu2.14.04.1) ...
Vormals nicht ausgewähltes Paket libpulsedsp:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libpulsedsp_1%3a4.0-0ubuntu11.1_i386.deb ...
Entpacken von libpulsedsp:i386 (1:4.0-0ubuntu11.1) ...
Vormals nicht ausgewähltes Paket libpython2.7-minimal:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libpython2.7-minimal_2.7.6-8ubuntu0.2_i386.deb ...
Entpacken von libpython2.7-minimal:i386 (2.7.6-8ubuntu0.2) ...
Vormals nicht ausgewähltes Paket libpython2.7-stdlib:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libpython2.7-stdlib_2.7.6-8ubuntu0.2_i386.deb ...
Entpacken von libpython2.7-stdlib:i386 (2.7.6-8ubuntu0.2) ...
Vormals nicht ausgewähltes Paket libpython2.7:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libpython2.7_2.7.6-8ubuntu0.2_i386.deb ...
Entpacken von libpython2.7:i386 (2.7.6-8ubuntu0.2) ...
Vormals nicht ausgewähltes Paket acl wird gewählt.
Vorbereitung zum Entpacken von .../archives/acl_2.2.52-1_i386.deb ...
Entpacken von acl (2.2.52-1) ...
Vormals nicht ausgewähltes Paket libsane-common wird gewählt.
Vorbereitung zum Entpacken von .../libsane-common_1.0.23-3ubuntu3.1_i386.deb ...
Entpacken von libsane-common (1.0.23-3ubuntu3.1) ...
Vormals nicht ausgewähltes Paket libv4lconvert0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libv4lconvert0_1.0.1-1_i386.deb ...
Entpacken von libv4lconvert0:i386 (1.0.1-1) ...
Vormals nicht ausgewähltes Paket libv4l-0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libv4l-0_1.0.1-1_i386.deb ...
Entpacken von libv4l-0:i386 (1.0.1-1) ...
Vormals nicht ausgewähltes Paket libsane:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libsane_1.0.23-3ubuntu3.1_i386.deb ...
Entpacken von libsane:i386 (1.0.23-3ubuntu3.1) ...
Vormals nicht ausgewähltes Paket libsm6:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libsm6_2%3a1.2.1-2_i386.deb ...
Entpacken von libsm6:i386 (2:1.2.1-2) ...
Vormals nicht ausgewähltes Paket libwbclient0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libwbclient0_2%3a4.1.6+dfsg-1ubuntu2.14.04.8_i386.deb ...
Entpacken von libwbclient0:i386 (2:4.1.6+dfsg-1ubuntu2.14.04.8) ...
Vormals nicht ausgewähltes Paket libxatracker2:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxatracker2_10.1.3-0ubuntu0.4_i386.deb ...
Entpacken von libxatracker2:i386 (10.1.3-0ubuntu0.4) ...
Vormals nicht ausgewähltes Paket libxt6:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxt6_1%3a1.1.4-1_i386.deb ...
Entpacken von libxt6:i386 (1:1.1.4-1) ...
Vormals nicht ausgewähltes Paket libxmu6:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxmu6_2%3a1.1.1-1_i386.deb ...
Entpacken von libxmu6:i386 (2:1.1.1-1) ...
Vormals nicht ausgewähltes Paket libxaw7:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxaw7_2%3a1.0.12-1_i386.deb ...
Entpacken von libxaw7:i386 (2:1.0.12-1) ...
Vormals nicht ausgewähltes Paket libxcb-shape0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxcb-shape0_1.10-2ubuntu1_i386.deb ...
Entpacken von libxcb-shape0:i386 (1.10-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libxfont1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxfont1_1%3a1.4.7-1ubuntu0.2_i386.deb ...
Entpacken von libxfont1:i386 (1:1.4.7-1ubuntu0.2) ...
Vormals nicht ausgewähltes Paket libxft2:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxft2_2.3.1-2_i386.deb ...
Entpacken von libxft2:i386 (2.3.1-2) ...
Vormals nicht ausgewähltes Paket libxtst6:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxtst6_2%3a1.2.2-1_i386.deb ...
Entpacken von libxtst6:i386 (2:1.2.2-1) ...
Vormals nicht ausgewähltes Paket libxv1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxv1_2%3a1.0.10-1_i386.deb ...
Entpacken von libxv1:i386 (2:1.0.10-1) ...
Vormals nicht ausgewähltes Paket libxvmc1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxvmc1_2%3a1.0.8-1ubuntu1_i386.deb ...
Entpacken von libxvmc1:i386 (2:1.0.8-1ubuntu1) ...
Vormals nicht ausgewähltes Paket libxxf86dga1:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxxf86dga1_2%3a1.1.4-1_i386.deb ...
Entpacken von libxxf86dga1:i386 (2:1.1.4-1) ...
Vormals nicht ausgewähltes Paket python2.7-minimal wird gewählt.
Vorbereitung zum Entpacken von .../python2.7-minimal_2.7.6-8ubuntu0.2_i386.deb ...
Entpacken von python2.7-minimal (2.7.6-8ubuntu0.2) ...
Vormals nicht ausgewähltes Paket python2.7 wird gewählt.
Vorbereitung zum Entpacken von .../python2.7_2.7.6-8ubuntu0.2_i386.deb ...
Entpacken von python2.7 (2.7.6-8ubuntu0.2) ...
Vormals nicht ausgewähltes Paket python-minimal wird gewählt.
Vorbereitung zum Entpacken von .../python-minimal_2.7.5-5ubuntu3_i386.deb ...
Entpacken von python-minimal (2.7.5-5ubuntu3) ...
Vormals nicht ausgewähltes Paket libpython-stdlib:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libpython-stdlib_2.7.5-5ubuntu3_i386.deb ...
Entpacken von libpython-stdlib:i386 (2.7.5-5ubuntu3) ...
Vormals nicht ausgewähltes Paket python wird gewählt.
Vorbereitung zum Entpacken von .../python_2.7.5-5ubuntu3_i386.deb ...
Entpacken von python (2.7.5-5ubuntu3) ...
Vormals nicht ausgewähltes Paket python-ldb wird gewählt.
Vorbereitung zum Entpacken von .../python-ldb_1%3a1.1.16-1_i386.deb ...
Entpacken von python-ldb (1:1.1.16-1) ...
Vormals nicht ausgewähltes Paket python-talloc wird gewählt.
Vorbereitung zum Entpacken von .../python-talloc_2.1.0-1_i386.deb ...
Entpacken von python-talloc (2.1.0-1) ...
Vormals nicht ausgewähltes Paket samba-common wird gewählt.
Vorbereitung zum Entpacken von .../samba-common_2%3a4.1.6+dfsg-1ubuntu2.14.04.8_all.deb ...
Entpacken von samba-common (2:4.1.6+dfsg-1ubuntu2.14.04.8) ...
Vormals nicht ausgewähltes Paket samba-libs:i386 wird gewählt.
Vorbereitung zum Entpacken von .../samba-libs_2%3a4.1.6+dfsg-1ubuntu2.14.04.8_i386.deb ...
Entpacken von samba-libs:i386 (2:4.1.6+dfsg-1ubuntu2.14.04.8) ...
Vormals nicht ausgewähltes Paket libsmbclient:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libsmbclient_2%3a4.1.6+dfsg-1ubuntu2.14.04.8_i386.deb ...
Entpacken von libsmbclient:i386 (2:4.1.6+dfsg-1ubuntu2.14.04.8) ...
Vormals nicht ausgewähltes Paket smbclient wird gewählt.
Vorbereitung zum Entpacken von .../smbclient_2%3a4.1.6+dfsg-1ubuntu2.14.04.8_i386.deb ...
Entpacken von smbclient (2:4.1.6+dfsg-1ubuntu2.14.04.8) ...
Vormals nicht ausgewähltes Paket libglu1-mesa:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libglu1-mesa_9.0.0-2_i386.deb ...
Entpacken von libglu1-mesa:i386 (9.0.0-2) ...
Vormals nicht ausgewähltes Paket libmpc3:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libmpc3_1.0.1-1ubuntu1_i386.deb ...
Entpacken von libmpc3:i386 (1.0.1-1ubuntu1) ...
Vormals nicht ausgewähltes Paket libtxc-dxtn-s2tc0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libtxc-dxtn-s2tc0_0~git20131104-1.1_i386.deb ...
Entpacken von libtxc-dxtn-s2tc0:i386 (0~git20131104-1.1) ...
Vormals nicht ausgewähltes Paket libxcb-util0:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libxcb-util0_0.3.8-2ubuntu1_i386.deb ...
Entpacken von libxcb-util0:i386 (0.3.8-2ubuntu1) ...
Vormals nicht ausgewähltes Paket libisc95 wird gewählt.
Vorbereitung zum Entpacken von .../libisc95_1%3a9.9.5.dfsg-3ubuntu0.3_i386.deb ...
Entpacken von libisc95 (1:9.9.5.dfsg-3ubuntu0.3) ...
Vormals nicht ausgewähltes Paket libdns100 wird gewählt.
Vorbereitung zum Entpacken von .../libdns100_1%3a9.9.5.dfsg-3ubuntu0.3_i386.deb ...
Entpacken von libdns100 (1:9.9.5.dfsg-3ubuntu0.3) ...
Vormals nicht ausgewähltes Paket libisccc90 wird gewählt.
Vorbereitung zum Entpacken von .../libisccc90_1%3a9.9.5.dfsg-3ubuntu0.3_i386.deb ...
Entpacken von libisccc90 (1:9.9.5.dfsg-3ubuntu0.3) ...
Vormals nicht ausgewähltes Paket libisccfg90 wird gewählt.
Vorbereitung zum Entpacken von .../libisccfg90_1%3a9.9.5.dfsg-3ubuntu0.3_i386.deb ...
Entpacken von libisccfg90 (1:9.9.5.dfsg-3ubuntu0.3) ...
Vormals nicht ausgewähltes Paket libbind9-90 wird gewählt.
Vorbereitung zum Entpacken von .../libbind9-90_1%3a9.9.5.dfsg-3ubuntu0.3_i386.deb ...
Entpacken von libbind9-90 (1:9.9.5.dfsg-3ubuntu0.3) ...
Vormals nicht ausgewähltes Paket liblwres90 wird gewählt.
Vorbereitung zum Entpacken von .../liblwres90_1%3a9.9.5.dfsg-3ubuntu0.3_i386.deb ...
Entpacken von liblwres90 (1:9.9.5.dfsg-3ubuntu0.3) ...
Vormals nicht ausgewähltes Paket bind9-host wird gewählt.
Vorbereitung zum Entpacken von .../bind9-host_1%3a9.9.5.dfsg-3ubuntu0.3_i386.deb ...
Entpacken von bind9-host (1:9.9.5.dfsg-3ubuntu0.3) ...
Vormals nicht ausgewähltes Paket busybox-static wird gewählt.
Vorbereitung zum Entpacken von .../busybox-static_1%3a1.21.0-1ubuntu1_i386.deb ...
Entpacken von busybox-static (1:1.21.0-1ubuntu1) ...
Vormals nicht ausgewähltes Paket openssl wird gewählt.
Vorbereitung zum Entpacken von .../openssl_1.0.1f-1ubuntu2.15_i386.deb ...
Entpacken von openssl (1.0.1f-1ubuntu2.15) ...
Vormals nicht ausgewähltes Paket ca-certificates wird gewählt.
Vorbereitung zum Entpacken von .../ca-certificates_20141019ubuntu0.14.04.1_all.deb ...
Entpacken von ca-certificates (20141019ubuntu0.14.04.1) ...
Vormals nicht ausgewähltes Paket dnsutils wird gewählt.
Vorbereitung zum Entpacken von .../dnsutils_1%3a9.9.5.dfsg-3ubuntu0.3_i386.deb ...
Entpacken von dnsutils (1:9.9.5.dfsg-3ubuntu0.3) ...
Vormals nicht ausgewähltes Paket fuse wird gewählt.
Vorbereitung zum Entpacken von .../fuse_2.9.2-4ubuntu4.14.04.1_i386.deb ...
Entpacken von fuse (2.9.2-4ubuntu4.14.04.1) ...
Vormals nicht ausgewähltes Paket geoip-database wird gewählt.
Vorbereitung zum Entpacken von .../geoip-database_20140313-1_all.deb ...
Entpacken von geoip-database (20140313-1) ...
Vormals nicht ausgewähltes Paket gettext-base wird gewählt.
Vorbereitung zum Entpacken von .../gettext-base_0.18.3.1-1ubuntu3_i386.deb ...
Entpacken von gettext-base (0.18.3.1-1ubuntu3) ...
Vormals nicht ausgewähltes Paket krb5-locales wird gewählt.
Vorbereitung zum Entpacken von .../krb5-locales_1.12+dfsg-2ubuntu5.1_all.deb ...
Entpacken von krb5-locales (1.12+dfsg-2ubuntu5.1) ...
Vormals nicht ausgewähltes Paket libglib2.0-data wird gewählt.
Vorbereitung zum Entpacken von .../libglib2.0-data_2.40.2-0ubuntu1_all.deb ...
Entpacken von libglib2.0-data (2.40.2-0ubuntu1) ...
Vormals nicht ausgewähltes Paket libsasl2-modules:i386 wird gewählt.
Vorbereitung zum Entpacken von .../libsasl2-modules_2.1.25.dfsg1-17build1_i386.deb ...
Entpacken von libsasl2-modules:i386 (2.1.25.dfsg1-17build1) ...
Vormals nicht ausgewähltes Paket lsof wird gewählt.
Vorbereitung zum Entpacken von .../lsof_4.86+dfsg-1ubuntu2_i386.deb ...
Entpacken von lsof (4.86+dfsg-1ubuntu2) ...
Vormals nicht ausgewähltes Paket openssh-client wird gewählt.
Vorbereitung zum Entpacken von .../openssh-client_1%3a6.6p1-2ubuntu2_i386.deb ...
Entpacken von openssh-client (1:6.6p1-2ubuntu2) ...
Vormals nicht ausgewähltes Paket pciutils wird gewählt.
Vorbereitung zum Entpacken von .../pciutils_1%3a3.2.1-1ubuntu5_i386.deb ...
Entpacken von pciutils (1:3.2.1-1ubuntu5) ...
Vormals nicht ausgewähltes Paket plymouth-theme-ubuntu-text wird gewählt.
Vorbereitung zum Entpacken von .../plymouth-theme-ubuntu-text_0.8.8-0ubuntu17.1_i386.deb ...
Entpacken von plymouth-theme-ubuntu-text (0.8.8-0ubuntu17.1) ...
Vormals nicht ausgewähltes Paket usbutils wird gewählt.
Vorbereitung zum Entpacken von .../usbutils_1%3a007-2ubuntu1_i386.deb ...
Entpacken von usbutils (1:007-2ubuntu1) ...
Vormals nicht ausgewähltes Paket wget wird gewählt.
Vorbereitung zum Entpacken von .../wget_1.15-1ubuntu1.14.04.1_i386.deb ...
Entpacken von wget (1.15-1ubuntu1.14.04.1) ...
Vormals nicht ausgewähltes Paket xauth wird gewählt.
Vorbereitung zum Entpacken von .../xauth_1%3a1.0.7-1ubuntu1_i386.deb ...
Entpacken von xauth (1:1.0.7-1ubuntu1) ...
Vormals nicht ausgewähltes Paket xml-core wird gewählt.
Vorbereitung zum Entpacken von .../xml-core_0.13+nmu2_all.deb ...
Entpacken von xml-core (0.13+nmu2) ...
Vormals nicht ausgewähltes Paket linux-sound-base wird gewählt.
Vorbereitung zum Entpacken von .../linux-sound-base_1.0.25+dfsg-0ubuntu4_all.deb ...
Entpacken von linux-sound-base (1.0.25+dfsg-0ubuntu4) ...
Vormals nicht ausgewähltes Paket alsa-base wird gewählt.
Vorbereitung zum Entpacken von .../alsa-base_1.0.25+dfsg-0ubuntu4_all.deb ...
Entpacken von alsa-base (1.0.25+dfsg-0ubuntu4) ...
Vormals nicht ausgewähltes Paket alsa-utils wird gewählt.
Vorbereitung zum Entpacken von .../alsa-utils_1.0.27.2-1ubuntu2_i386.deb ...
Entpacken von alsa-utils (1.0.27.2-1ubuntu2) ...
Vormals nicht ausgewähltes Paket cpp-4.8 wird gewählt.
Vorbereitung zum Entpacken von .../cpp-4.8_4.8.4-2ubuntu1~14.04_i386.deb ...
Entpacken von cpp-4.8 (4.8.4-2ubuntu1~14.04) ...
Vormals nicht ausgewähltes Paket cpp wird gewählt.
Vorbereitung zum Entpacken von .../cpp_4%3a4.8.2-1ubuntu6_i386.deb ...
Entpacken von cpp (4:4.8.2-1ubuntu6) ...
Vormals nicht ausgewähltes Paket cups-common wird gewählt.
Vorbereitung zum Entpacken von .../cups-common_1.7.2-0ubuntu1.6_all.deb ...
Entpacken von cups-common (1.7.2-0ubuntu1.6) ...
Vormals nicht ausgewähltes Paket cups-client wird gewählt.
Vorbereitung zum Entpacken von .../cups-client_1.7.2-0ubuntu1.6_i386.deb ...
Entpacken von cups-client (1.7.2-0ubuntu1.6) ...
Vormals nicht ausgewähltes Paket dmz-cursor-theme wird gewählt.
Vorbereitung zum Entpacken von .../dmz-cursor-theme_0.4.4ubuntu1_all.deb ...
